CustomerID,LookalikeCustomerID,SimilarityScore
C0025,C0087,0.9935948062540079
C0025,C0095,0.9912469254681768
C0025,C0082,0.9877674477100566
C0026,C0189,0.9999989519322954
C0026,C0183,0.9809157970366058
C0026,C0156,0.973942070257894
C0027,C0090,0.9994060807976496
C0027,C0140,0.9868060643171029
C0027,C0028,0.9868060643171029
C0028,C0140,1.0
C0028,C0180,0.9999412381961298
C0028,C0146,0.9999025594163485
C0029,C0059,0.9964496120676547
C0029,C0122,0.9937571296994532
C0029,C0036,0.961171102752599
C0030,C0185,0.999854549660497
C0030,C0131,0.9988148278048619
C0030,C0047,0.9974026144532383
C0031,C0118,0.9996012931729258
C0031,C0191,0.9867021366558384
C0031,C0129,0.9818467517970566
C0032,C0112,0.9999973228158376
C0032,C0158,0.9965618877081955
C0032,C0153,0.9958043172175575
C0033,C0047,0.9993186990497523
C0033,C0131,0.9981816070786456
C0033,C0030,0.9940647369716202
C0034,C0098,0.9258575946701156
C0034,C0094,0.739272285647908
C0034,C0020,0.7392033792112211
C0035,C0065,0.9773625643004766
C0035,C0139,0.9734724342621222
C0035,C0049,0.9640272746216438
C0036,C0122,0.9859573655801783
C0036,C0059,0.9809914151789335
C0036,C0029,0.961171102752599
C0037,C0075,0.9985479973908873
C0037,C0119,0.9899079142052468
C0037,C0019,0.9758898087452587
C0038,C0176,0.9999133146162729
C0038,C0125,0.9955152510752864
C0038,C0109,0.9918776932478179
C0039,C0148,0.9982809460615093
C0039,C0104,0.9971653183606759
C0039,C0099,0.9928249046028633
C0040,C0136,0.9978652272233612
C0040,C0092,0.9772823456530407
C0040,C0177,0.9729749966599835
C0041,C0196,0.9996406958592997
C0041,C0197,0.9993122034692538
C0041,C0051,0.9978278651699628
C0042,C0016,0.9997880492394019
C0042,C0154,0.99512195067199
C0042,C0020,0.9346097264498076
C0043,C0162,0.9982933727167432
C0043,C0093,0.9672500138317501
C0043,C0101,0.963198556408486
C0044,C0199,0.9993365384411911
C0044,C0010,0.9959044686934984
C0044,C0135,0.995902787869032
C0045,C0193,0.9996643296937971
C0045,C0078,0.9993222041880084
C0045,C0159,0.9972559805534701
C0046,C0008,0.9990343930819112
C0046,C0049,0.9954790402218592
C0046,C0139,0.9911270067321316
C0047,C0131,0.999726247055467
C0047,C0033,0.9993186990497523
C0047,C0030,0.9974026144532383
C0048,C0165,0.9999715684618949
C0048,C0003,0.9955269565367981
C0048,C0126,0.9941823261273305
C0049,C0139,0.9992709310953102
C0049,C0008,0.9986908068405365
C0049,C0046,0.9954790402218592
C0050,C0094,0.9869461296248421
C0050,C0020,0.9814104021224122
C0050,C0154,0.8969642454559542
C0051,C0196,0.9992350927158786
C0051,C0053,0.9988349386219838
C0051,C0041,0.9978278651699628
C0052,C0130,0.9995421068494549
C0052,C0147,0.9676958347313039
C0052,C0011,0.9503194546408815
C0053,C0051,0.9988349386219838
C0053,C0196,0.9961838038793431
C0053,C0041,0.9934863727906262
C0054,C0145,0.9999621591127613
C0054,C0138,0.9975790442004548
C0054,C0175,0.9774645461418381
C0055,C0144,0.9999995953222263
C0055,C0156,0.9974826936226533
C0055,C0183,0.9945887585052654
C0056,C0007,0.9972485454451235
C0056,C0200,0.8862116966365576
C0056,C0124,0.7081226823460508
C0057,C0086,0.9999887381830195
C0057,C0167,0.9995081948668172
C0057,C0063,0.9991454777178181
C0058,C0157,0.9999715924031471
C0058,C0079,0.9994023624989814
C0058,C0117,0.9981185948358924
C0059,C0122,0.9996217126288732
C0059,C0029,0.9964496120676547
C0059,C0036,0.9809914151789335
C0060,C0069,0.9943610469743586
C0060,C0182,0.9937582130911446
C0060,C0066,0.9937582130911446
C0061,C0166,0.9998344067593508
C0061,C0127,0.9615696122794128
C0061,C0089,0.9581071099682803
C0062,C0164,0.9985328853598675
C0062,C0197,0.992398667473814
C0062,C0041,0.9871525441456468
C0063,C0167,0.99995020331093
C0063,C0086,0.9993303816625841
C0063,C0057,0.9991454777178181
C0064,C0100,1.0
C0064,C0105,0.960912495608251
C0064,C0057,0.9361139157044162
C0065,C0035,0.9773625643004766
C0065,C0139,0.9030270842870942
C0065,C0049,0.8859678098615035
C0066,C0182,1.0
C0066,C0111,0.9996398217857555
C0066,C0060,0.9937582130911446
C0067,C0018,0.9837960658403874
C0067,C0024,0.9835236844678628
C0067,C0157,0.873727141584507
C0068,C0116,0.9986606394801093
C0068,C0015,0.9977135454411404
C0068,C0160,0.994131312528238
C0069,C0017,0.9986885088896378
C0069,C0060,0.9943610469743586
C0069,C0014,0.9773871447946143
C0070,C0103,0.9978724107124864
C0070,C0121,0.9970464612577151
C0070,C0023,0.9895674840190156
C0071,C0181,0.9999875503715796
C0071,C0155,0.9999543826784928
C0071,C0113,0.9999034459678597
C0072,C0160,0.9999079076451356
C0072,C0116,0.9975368759586698
C0072,C0068,0.992571631843261
C0073,C0063,0.9986235547550283
C0073,C0167,0.9980504012057567
C0073,C0086,0.9960357434525815
C0074,C0170,1.0
C0074,C0141,0.9881706789995217
C0074,C0044,0.98347923505998
C0075,C0037,0.9985479973908873
C0075,C0119,0.9961044913413597
C0075,C0019,0.9862305224059483
C0076,C0077,0.9974415773749337
C0076,C0137,0.9866490895155893
C0076,C0001,0.9857963447657123
C0077,C0076,0.9974415773749337
C0077,C0137,0.9957671355172921
C0077,C0001,0.9952800471754276
C0078,C0193,0.9999404922839964
C0078,C0045,0.9993222041880084
C0078,C0159,0.9993052629019767
C0079,C0117,0.9996415202258625
C0079,C0058,0.9994023624989814
C0079,C0157,0.9991134176169566
C0080,C0021,0.999886089469665
C0080,C0173,0.9800885628063404
C0080,C0088,0.9651239908288952
C0081,C0172,0.9999613942260024
C0081,C0149,0.9943273769122786
C0081,C0023,0.9900557354156082
C0082,C0095,0.9997080254119246
C0082,C0087,0.9990614175126346
C0082,C0025,0.9877674477100566
C0083,C0104,0.9966138077190791
C0083,C0039,0.9876019829908643
C0083,C0148,0.9767036906352969
C0084,C0143,0.9868361357774802
C0084,C0177,0.9859973990747112
C0084,C0092,0.9825672107187607
C0085,C0085,1.0000000000000002
C0085,C0152,0.9950422788619516
C0085,C0153,0.9897095282623363
C0086,C0057,0.9999887381830195
C0086,C0167,0.9996457636704738
C0086,C0063,0.9993303816625841
C0087,C0095,0.999816375729892
C0087,C0082,0.9990614175126346
C0087,C0025,0.9935948062540079
C0088,C0021,0.9689653797254207
C0088,C0080,0.9651239908288952
C0088,C0173,0.8939251051204914
C0089,C0127,0.9999238075087301
C0089,C0061,0.9581071099682803
C0089,C0166,0.9527364263440706
C0090,C0027,0.9994060807976496
C0090,C0028,0.9917992734539952
C0090,C0140,0.9917992734539952
C0091,C0151,0.9999459833042802
C0091,C0133,0.9985468848607814
C0091,C0171,0.9944973587169194
C0092,C0177,0.9998108128016389
C0092,C0143,0.9996984464585643
C0092,C0136,0.9890373102536101
C0093,C0101,0.9998798122174744
C0093,C0162,0.9804222170136447
C0093,C0097,0.9700077888944992
C0094,C0020,0.9995081948668172
C0094,C0050,0.9869461296248421
C0094,C0154,0.956456415308674
C0095,C0087,0.999816375729892
C0095,C0082,0.9997080254119246
C0095,C0025,0.9912469254681768
C0096,C0171,0.9956058787115772
C0096,C0133,0.989532154685889
C0096,C0025,0.9861279784201846
C0097,C0101,0.9736597214598619
C0097,C0093,0.9700077888944992
C0097,C0162,0.9031543029030629
C0098,C0034,0.9258575946701156
C0098,C0050,0.8100297711989998
C0098,C0046,0.8100297711989998
C0099,C0148,0.9981266262778083
C0099,C0039,0.9928249046028633
C0099,C0003,0.9903554980143192
C0100,C0100,1.0
C0100,C0105,0.960912495608251
C0100,C0057,0.9361139157044162
C0101,C0093,0.9998798122174744
C0101,C0162,0.9772516215605042
C0101,C0097,0.9736597214598619
C0102,C0006,0.9994920355228022
C0102,C0187,0.9978182570044952
C0102,C0158,0.9906879308666604
C0103,C0121,0.9999323357588775
C0103,C0070,0.9978724107124864
C0103,C0009,0.9960752923770642
C0104,C0039,0.9971653183606759
C0104,C0083,0.9966138077190791
C0104,C0148,0.9910412024894341
C0105,C0057,0.9968916524974057
C0105,C0086,0.9965065217463683
C0105,C0167,0.9939307890398589
C0106,C0175,0.9991138646012623
C0106,C0002,0.9880090403055535
C0106,C0138,0.9828988179226777
C0107,C0174,0.999996910248452
C0107,C0188,0.9995396688449895
C0107,C0192,0.9540307794077744
C0108,C0120,0.99420344721239
C0108,C0004,0.9925301329466292
C0108,C0013,0.9897007892468428
C0109,C0194,0.9999978413996126
C0109,C0185,0.9971000083936591
C0109,C0030,0.9956570391557781
C0110,C0146,0.9782054684812219
C0110,C0180,0.9775530394917845
C0110,C0028,0.9752115813588663
C0111,C0066,0.9996398217857555
C0111,C0182,0.9996398217857555
C0111,C0060,0.9904064655341571
C0112,C0032,0.9999973228158376
C0112,C0158,0.9963675051021066
C0112,C0153,0.9960133967381689
C0113,C0071,0.9999034459678597
C0113,C0181,0.9998216579046858
C0113,C0155,0.9997251044069213
C0114,C0019,0.9815829351264664
C0114,C0119,0.9637542976248347
C0114,C0075,0.936474121763932
C0115,C0045,0.9886578614568158
C0115,C0193,0.9844349868030755
C0115,C0078,0.9824591128763106
C0116,C0068,0.9986606394801093
C0116,C0160,0.9983969455205889
C0116,C0072,0.9975368759586698
C0117,C0079,0.9996415202258625
C0117,C0058,0.9981185948358924
C0117,C0157,0.9976280928127295
C0118,C0031,0.9996012931729258
C0118,C0191,0.9908981311592411
C0118,C0129,0.9868109150427404
C0119,C0019,0.9969716664548898
C0119,C0075,0.9961044913413597
C0119,C0037,0.9899079142052468
C0120,C0108,0.99420344721239
C0120,C0004,0.9736600609882212
C0120,C0013,0.968572984239423
C0121,C0103,0.9999323357588775
C0121,C0070,0.9970464612577151
C0121,C0009,0.9970375193947827
C0122,C0059,0.9996217126288732
C0122,C0029,0.9937571296994532
C0122,C0036,0.9859573655801783
C0123,C0123,1.0
C0123,C0161,1.0
C0123,C0128,1.0
C0124,C0014,0.9973232921526809
C0124,C0017,0.9725076158123875
C0124,C0069,0.9593095860424202
C0125,C0038,0.9955152510752864
C0125,C0176,0.9941833644427744
C0125,C0109,0.9753965452764456
C0126,C0113,0.9989212066059288
C0126,C0071,0.9981794641149666
C0126,C0181,0.9978660771999268
C0127,C0089,0.9999238075087301
C0127,C0061,0.9615696122794128
C0127,C0166,0.9564139786343091
C0128,C0123,1.0
C0128,C0161,1.0
C0128,C0128,1.0
C0129,C0191,0.9996200035532989
C0129,C0150,0.9880458042255359
C0129,C0118,0.9868109150427404
C0130,C0052,0.9995421068494549
C0130,C0147,0.9596239445722134
C0130,C0011,0.9404655569510051
C0131,C0047,0.999726247055467
C0131,C0030,0.9988148278048619
C0131,C0033,0.9981816070786456
C0132,C0179,0.9935445783724135
C0132,C0166,0.8517148217350751
C0132,C0009,0.8517111649503512
C0133,C0151,0.9990530656827655
C0133,C0171,0.9986978319266443
C0133,C0091,0.9985468848607814
C0134,C0002,0.9906841251625378
C0134,C0106,0.9577792354283847
C0134,C0175,0.9448297236182983
C0135,C0010,0.999999999827227
C0135,C0198,0.9993193849391703
C0135,C0199,0.9985355983708447
C0136,C0040,0.9978652272233612
C0136,C0092,0.9890373102536101
C0136,C0177,0.9859779595061066
C0137,C0001,0.9999867101775557
C0137,C0163,0.9998688031468517
C0137,C0190,0.9995039261241263
C0138,C0145,0.9981462692740857
C0138,C0054,0.9975790442004548
C0138,C0175,0.9897783798585754
C0139,C0049,0.9992709310953102
C0139,C0008,0.9960097259682283
C0139,C0046,0.9911270067321316
C0140,C0140,1.0
C0140,C0180,0.9999412381961298
C0140,C0146,0.9999025594163485
C0141,C0074,0.9881706789995217
C0141,C0170,0.9881706789995217
C0141,C0044,0.9440843089842486
C0142,C0186,0.9999936350274418
C0142,C0159,0.9967523447760409
C0142,C0078,0.9930586506603493
C0143,C0177,0.9999869608311337
C0143,C0092,0.9996984464585643
C0143,C0084,0.9868361357774802
C0144,C0055,0.9999995953222263
C0144,C0156,0.9975460838675859
C0144,C0183,0.9946818201050757
C0145,C0054,0.9999621591127613
C0145,C0138,0.9981462692740857
C0145,C0175,0.9792640077769902
C0146,C0180,0.9999951352553604
C0146,C0028,0.9999025594163485
C0146,C0140,0.9999025594163485
C0147,C0011,0.9980993293716133
C0147,C0195,0.9965040826984729
C0147,C0169,0.9941681531709232
C0148,C0039,0.9982809460615093
C0148,C0099,0.9981266262778083
C0148,C0104,0.9910412024894341
C0149,C0023,0.999402194022163
C0149,C0172,0.9952235930419139
C0149,C0081,0.9943273769122786
C0150,C0012,0.9967266098874511
C0150,C0129,0.9880458042255359
C0150,C0191,0.9834208596686159
C0151,C0091,0.9999459833042802
C0151,C0133,0.9990530656827655
C0151,C0171,0.9955325078551243
C0152,C0153,0.9990336331343397
C0152,C0168,0.9950422788619516
C0152,C0085,0.9950422788619516
C0153,C0152,0.9990336331343397
C0153,C0112,0.9960133967381689
C0153,C0032,0.9958043172175575
C0154,C0042,0.99512195067199
C0154,C0016,0.9928799993609762
C0154,C0020,0.9651388531332973
C0155,C0181,0.9999895950159449
C0155,C0071,0.9999543826784928
C0155,C0113,0.9997251044069213
C0156,C0183,0.9994519724825804
C0156,C0144,0.9975460838675859
C0156,C0055,0.9974826936226533
C0157,C0058,0.9999715924031471
C0157,C0079,0.9991134176169566
C0157,C0117,0.9976280928127295
C0158,C0032,0.9965618877081955
C0158,C0112,0.9963675051021066
C0158,C0102,0.9906879308666604
C0159,C0078,0.9993052629019767
C0159,C0193,0.9988392174963804
C0159,C0045,0.9972559805534701
C0160,C0072,0.9999079076451356
C0160,C0116,0.9983969455205889
C0160,C0068,0.994131312528238
C0161,C0123,1.0
C0161,C0161,1.0
C0161,C0128,1.0
C0162,C0043,0.9982933727167432
C0162,C0093,0.9804222170136447
C0162,C0101,0.9772516215605042
C0163,C0001,0.9999390245146917
C0163,C0190,0.9998829430387861
C0163,C0137,0.9998688031468517
C0164,C0062,0.9985328853598675
C0164,C0197,0.9842789246878935
C0164,C0041,0.9770523711379409
C0165,C0048,0.9999715684618949
C0165,C0003,0.9962110825807161
C0165,C0126,0.9933418483609342
C0166,C0061,0.9998344067593508
C0166,C0127,0.9564139786343091
C0166,C0089,0.9527364263440706
C0167,C0063,0.99995020331093
C0167,C0086,0.9996457636704738
C0167,C0057,0.9995081948668172
C0168,C0085,1.0000000000000002
C0168,C0152,0.9950422788619516
C0168,C0153,0.9897095282623363
C0169,C0195,0.9997021013173322
C0169,C0011,0.9989243462118956
C0169,C0147,0.9941681531709232
C0170,C0170,1.0
C0170,C0141,0.9881706789995217
C0170,C0044,0.98347923505998
C0171,C0133,0.9986978319266443
C0171,C0096,0.9956058787115772
C0171,C0151,0.9955325078551243
C0172,C0081,0.9999613942260024
C0172,C0149,0.9952235930419139
C0172,C0023,0.9912536200574462
C0173,C0080,0.9800885628063404
C0173,C0021,0.9769799795000724
C0173,C0088,0.8939251051204914
C0174,C0107,0.999996910248452
C0174,C0188,0.999611998798293
C0174,C0192,0.9547728650369587
C0175,C0106,0.9991138646012623
C0175,C0138,0.9897783798585754
C0175,C0002,0.9806351527058511
C0176,C0038,0.9999133146162729
C0176,C0125,0.9941833644427744
C0176,C0109,0.9934664602722418
C0177,C0143,0.9999869608311337
C0177,C0092,0.9998108128016389
C0177,C0084,0.9859973990747112
C0178,C0123,1.0
C0178,C0161,1.0
C0178,C0128,1.0
C0179,C0132,0.9935445783724135
C0179,C0166,0.8586199243299615
C0179,C0009,0.8586053050888499
C0180,C0146,0.9999951352553604
C0180,C0028,0.9999412381961298
C0180,C0140,0.9999412381961298
C0181,C0155,0.9999895950159449
C0181,C0071,0.9999875503715796
C0181,C0113,0.9998216579046858
C0182,C0182,1.0
C0182,C0111,0.9996398217857555
C0182,C0060,0.9937582130911446
C0183,C0156,0.9994519724825804
C0183,C0144,0.9946818201050757
C0183,C0055,0.9945887585052654
C0184,C0013,0.9999433344288479
C0184,C0004,0.9994884816174197
C0184,C0108,0.9881207796699785
C0185,C0030,0.999854549660497
C0185,C0131,0.9978394437913395
C0185,C0194,0.9972559805534701
C0186,C0142,0.9999936350274418
C0186,C0159,0.9970333163578541
C0186,C0078,0.9934719869594869
C0187,C0006,0.9994154519302827
C0187,C0102,0.9978182570044952
C0187,C0158,0.9795376474132031
C0188,C0174,0.999611998798293
C0188,C0107,0.9995396688449895
C0188,C0192,0.9626844475957933
C0189,C0026,0.9999989519322954
C0189,C0183,0.9811962697322038
C0189,C0156,0.9742694068259792
C0190,C0163,0.9998829430387861
C0190,C0001,0.9996530135160296
C0190,C0137,0.9995039261241263
C0191,C0129,0.9996200035532989
C0191,C0118,0.9908981311592411
C0191,C0031,0.9867021366558384
C0192,C0188,0.9626844475957933
C0192,C0174,0.9547728650369587
C0192,C0107,0.9540307794077744
C0193,C0078,0.9999404922839964
C0193,C0045,0.9996643296937971
C0193,C0159,0.9988392174963804
C0194,C0109,0.9999978413996126
C0194,C0185,0.9972559805534701
C0194,C0030,0.9958483257060243
C0195,C0011,0.9997585202426129
C0195,C0169,0.9997021013173322
C0195,C0147,0.9965040826984729
C0196,C0041,0.9996406958592997
C0196,C0051,0.9992350927158786
C0196,C0197,0.9979591670349701
C0197,C0041,0.9993122034692538
C0197,C0196,0.9979591670349701
C0197,C0051,0.9946987355682327
C0198,C0135,0.9993193849391703
C0198,C0010,0.9993186990497523
C0198,C0199,0.9958603597094398
C0199,C0044,0.9993365384411911
C0199,C0010,0.9985366038300036
C0199,C0135,0.9985355983708447
C0200,C0007,0.9181165647750701
C0200,C0056,0.8862116966365576
C0200,C0111,0.7901074996220541
